Series Code,Series Name,Indicator Reference Number,Reference Area Code (M49),Reference Area Type [for UNSD use only],Reference Area Name,Time Period,Observation Value,Unit of Measurement,Nature of Data,Disaggregation classification,Time Detail,Reporting Type,Footnotes,Source Detail
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,296,3.0-Country,Kiribati,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,414,3.0-Country,Kuwait,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,417,3.0-Country,Kyrgyzstan,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,418,3.0-Country,Lao People's Democratic Republic,2019,6.06,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,428,3.0-Country,Latvia,2019,12.28,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,422,3.0-Country,Lebanon,2019,25,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,426,3.0-Country,Lesotho,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,430,3.0-Country,Liberia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,434,3.0-Country,Libya,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,438,3.0-Country,Liechtenstein,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,440,3.0-Country,Lithuania,2019,9.3,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,442,3.0-Country,Luxembourg,2019,6.22,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,450,3.0-Country,Madagascar,2019,33.33,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,454,3.0-Country,Malawi,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,458,3.0-Country,Malaysia,2019,19.53,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,462,3.0-Country,Maldives,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,466,3.0-Country,Mali,2019,2.5,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,470,3.0-Country,Malta,2019,22.08,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,584,3.0-Country,Marshall Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,474,3.0-Country,Martinique,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,478,3.0-Country,Mauritania,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,480,3.0-Country,Mauritius,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,175,3.0-Country,Mayotte,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,484,3.0-Country,Mexico,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,583,3.0-Country,Micronesia (Federated States of),2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,492,3.0-Country,Monaco,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,496,3.0-Country,Mongolia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,499,3.0-Country,Montenegro,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,500,3.0-Country,Montserrat,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,504,3.0-Country,Morocco,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,508,3.0-Country,Mozambique,2019,10.34,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,104,3.0-Country,Myanmar,2019,55.61,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,516,3.0-Country,Namibia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,520,3.0-Country,Nauru,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,524,3.0-Country,Nepal,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,528,3.0-Country,Netherlands,2019,1.65,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,540,3.0-Country,New Caledonia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,554,3.0-Country,New Zealand,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,558,3.0-Country,Nicaragua,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,562,3.0-Country,Niger,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,566,3.0-Country,Nigeria,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,570,3.0-Country,Niue,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,574,3.0-Country,Norfolk Island,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,580,3.0-Country,Northern Mariana Islands,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,578,3.0-Country,Norway,2019,1.27,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,512,3.0-Country,Oman,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,586,3.0-Country,Pakistan,2019,64.98,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,585,3.0-Country,Palau,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,591,3.0-Country,Panama,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,598,3.0-Country,Papua New Guinea,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,600,3.0-Country,Paraguay,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,604,3.0-Country,Peru,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,608,3.0-Country,Philippines,2019,50.88,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,612,3.0-Country,Pitcairn,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,616,3.0-Country,Poland,2019,14.94,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,620,3.0-Country,Portugal,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,630,3.0-Country,Puerto Rico,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,634,3.0-Country,Qatar,2019,33.8,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,410,3.0-Country,Republic of Korea,2019,48.61,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,498,3.0-Country,Republic of Moldova,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,638,3.0-Country,Réunion,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,642,3.0-Country,Romania,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,643,3.0-Country,Russian Federation,2019,26.67,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,646,3.0-Country,Rwanda,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,652,3.0-Country,Saint Barthélemy,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,654,3.0-Country,Saint Helena,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,659,3.0-Country,Saint Kitts and Nevis,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,662,3.0-Country,Saint Lucia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,663,3.0-Country,Saint Martin (French Part),2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,666,3.0-Country,Saint Pierre and Miquelon,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,670,3.0-Country,Saint Vincent and the Grenadines,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,882,3.0-Country,Samoa,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,674,3.0-Country,San Marino,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,678,3.0-Country,Sao Tome and Principe,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,682,3.0-Country,Saudi Arabia,2019,48.94,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,686,3.0-Country,Senegal,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,688,3.0-Country,Serbia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,690,3.0-Country,Seychelles,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,694,3.0-Country,Sierra Leone,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,702,3.0-Country,Singapore,2019,28.65,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,534,3.0-Country,Sint Maarten (Dutch part),2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,703,3.0-Country,Slovakia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
,Percentage of bloodstream infections due to selected antimicrobial-resistant organisms,3.d.2,705,3.0-Country,Slovenia,2019,,Percentage,CA,Not applicable,Q1 2019 - Q4 2019,G,Percentage of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) among patients seeking care and whose blood sample is taken and tested.,AMR Surveillance National Coordinating Center 
