"username";"region_code";"country_code";"Identifiant";"year";"ncc_established";"ncc_established_name";"ncc_established_address";"focal_point";"fp_name";"fp_surname";"existing_plans";"web_link";"nrl_designated";"nrl_designated_name";"nrl_designated_address";"eqa_scheme";"ast_standards";"ast_standards_other";"fullreq";"num_in_fullreq";"num_out_fullreq";"num_in_out_fullreq";"num_labs_fullreq";"dataprovider";"num_in_dataprovider";"num_out_dataprovider";"num_in_out_dataprovider";"num_labs_dataprovider";"astperform";"num_labo_astperform";"amr_quality_assurance";"eqa_type";"eqa_pathogens";"num_labo_ast_18";"astperform18";"num_labo_eqa_bact";"num_labo_eqa_ast";"num_labo_eqa_ast_18";"num_pat_year_h";"num_pat_year_o";"amr_standards";"description"
"Myanmar2";"SEA";"MMR";"1739";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"6";"1";"6";"0";"";"6";"1";"6";"0";"";"7";"1";"1";"";"7";"";"7";"";"";"";"";"";"National multi-sectoral steering committee (NMSC) combating Myanmar was endorsed on 22nd January 2018, consisting of 19 members in multi-sectoral and one health approach. Furthermore, WHO listed National Coordinating Centre (NCC) located at NHL, Yangon was established in June 2018. Under the supervision of NCC, there are five Technical Working Groups (TWGs) that are responsible for implementation of National Action Plan for containment of antimicrobial resistance (NAP AMR) through specialized coordinating units including Awareness, Surveillance, Infection Prevention and Control, Antimicrobial Usage and Research and innovation.   NCC established 7 as pilot areas for surveillance of AMR in the country. Those sentinel sites include National Health Laboratory, Yangon General Hospital, New Yangon General Hospital, North Okkalapa General and Teaching Hospital, Thingangyun General Hospital, 1000-bedded Naypyitaw Hospital and Mandalay General Hospital. Culture and sensitivity results of routine clinical specimens from seven sentinel hospitals were sent to their own hospital based laboratory where AMR data were entered into WHONET system. All staffs and professionals involved in AMR surveillance had already been trained how to use WHONET software and how to analyze data by WHO consultants. After data collection, those data were sent to NCC quarterly. NCC monitored and analyzed all pathogens, particularly WHO high priority pathogens such as Escherichia coli, Klebsiella pneumoniae, Acinetobacter species, Pseudomonas aeruginosa, Enterococcus species, Staphylococcus aureus, Streptococcus pneumoniae, Salmonella species, Shigella species, Neisseria gonorrhoeae. Moreover, National Reference Laboratory (NRL) provides technical support to all hospital-based laboratories from seven sentinel sites. National External Quality Assessment Schemes (NEQAS) at NRL assess the culture and sensitivity testing capacities of sentinel sites. Furthermore, NRL/NHL participates in international EQAS programmes organized by National Institute of Health, Thailand (For bacteria culture and sensitivity testing) and One World Accuracy, Canada (For methicillin resistant Staphylococcus aureus and carbapenem resistant enterobacteriaceae). On the other hand, National AMR Surveillance Guideline has already finalized since April 2020 with the support of WHO, but it remained pending to launch due to COVID crisis. Myanmar had enrolled GLASS for AMR since 2018 and AMR data of Myanmar was uploaded on GLASS platform starting from 2019. "
"root";"EUR";"MNE";"1740";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"MNG";"1741";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mozambique1";"AFR";"MOZ";"1742";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"0";"0";"1";"2";"";"0";"0";"1";"1";"";"1";"1";"";"";"1";"";"1";"";"";"";"";"";"Mozambique is in the second year of AMR surveillance, focusing on BSI identified as part of routine patient care at a general hospital in the peri urban area of Maputo City. The surveillance is being carried out by the Instituto Nacional de Saúde of Mozambique (INS, the National Institute of Health)."
"root";"AFR";"MRT";"1743";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Mauritius2";"AFR";"MUS";"1744";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"13";"141";"154";"2";"";"0";"0";"0";"0";"";"2";"0";"";"";"0";"";"0";"";"";"";"";"";"AMR data is currently paperbased. We have no electronic surveillance and hence no analysis is currently done. No input done on GLASS platform. AMR surveillance is manual by reviewing AST results in lab registers. Susceptibility rates is calculated based on all isolates from both laboratories for Salmonella, Campylobacter, pneumococcus, Haemophilus influenzae and gonococcus. For more frequently isolated organisms such as E.coli, Klebsiella, Pseudomonas aeruginosa, Acinetobacter, periodic surveys of susceptibility rates are conducted about every 3 years by retrospective review of results over a one-month period. "
"Malawi1";"AFR";"MWI";"1745";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"";"14";"14";"14";"14";"";"8";"8";"8";"8";"";"14";"1";"1";"";"8";"";"8";"";"";"";"";"";"AMR surveillance is coordinated by the AMR coordinating Center in the Ministry of Health, guiding document called AMR surveillance is developed and implementation is underway, currently the are 8 sites who are enrolled in this surveillance, the sites submit data quarterly to the National AMR laboratory,  Malawi has a fleming fund country grant and all the 8 sites are priority site in the implementation of this grant,, surveillance is being strengthened with resources from the grant"
"Malaysia1";"WPR";"MYS";"1746";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"42";"1";"0";"43";"";"42";"1";"0";"43";"";"0";"1";"1";"";"43";"";"43";"";"";"";"";"";"The National Surveillance of Antibiotic Resistance was established in 2000 and started with only 6 major hospitals and gradually increased to 42 hospitals and 1 Public Health laboratory in 2020. Antibiotic susceptibility data from the participating laboratories are sent to the Institute for Medical Research (IMR), Ministry of Health Malaysia every 3 monthly. The IMR is the national reference laboratory (NRL) for AMR surveillance for human. The IMR is also the laboratory that is providing the national EQA for identification and AST. Surveillance on Multi-drug resistant bacteria, such as ESBL E. coli and Carbapenem-resistant Enterobacteriaceae are carried out by the Infection Control Unit of the Medical Development Division which collects data from major hospitals every quarterly.  The IMR also conducted yearly courses on the use of WHONET program.  "
"root";"AFR";"NAM";"1747";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"NER";"1748";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"NGA";"1749";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"NIC";"1750";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"NIU";"1751";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Netherlands1";"EUR";"NLD";"1752";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"UNK";"";"";"";"";"UNK";"";"";"";"";"";"53";"0";"";"";"35";"";"";"";"UNK";"";"";"";""
"Norway2";"EUR";"NOR";"1753";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"UNK";"";"";"";"";"UNK";"";"";"";"";"UNK";"";"1";"1";"";"22";"";"22";"";"";"";"";"";""
"Nepal2";"SEA";"NPL";"1754";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"20";"1";"20";"21";"";"14";"1";"14";"15";"";"21";"1";"1";"";"15";"";"15";"";"";"";"";"";"Currently, 22 surveillance sites are under AMR surveillance including 21 from human health sector and one from the Animal health sector. The data reporting for AMR surveillance is through electronic as well as paper-based form from most sites. Few sites are unable to send data due to various reasons such as unavailability of human resources or computer or internet. Training regarding WHONET and data entry and analysis was provided to AMR surveillance site personnel with the help of Fleming Fund Country Grant and data was made available with facilitation from FFCG too."
"root";"WPR";"NRU";"1755";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"NZL";"1756";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Oman1";"EMR";"OMN";"1757";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"8";"8";"8";"8";"";"8";"8";"8";"9";"";"8";"1";"1";"";"8";"";"8";"";"";"";"";"";"The surveillance capacity continue to include same site as per last data call with no changes. "
"Pakistan_3";"EMR";"PAK";"1758";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"19";"1";"20";"0";"";"10";"1";"11";"0";"";"20";"1";"1";"";"11";"";"11";"";"";"";"";"";"Pakistan started AMR surveillance system with enrollment in GLASS in 2017. In 2019 Pakistan AMR Surveillance System has been established. The primary goal of the Pakistan AMR surveillance system is to generate evidence on the burden of antimicrobial drug resistance among priority pathogens isolated from in-patient clinical samples in acute care hospitals throughout Pakistan for informed decision making or for enhancing the response to AMR. The system started with five sentinel sites; in 2018 four new sites are included and in 2019, 11 new sites are added to the system. The sites fulfill the minimum criteria to be included as sentinel site that include Agreement to participate and share requested data, Agreement to participate in lab assessments, Functional laboratory information management system (LIMS), which can export defined data as a flat file database, Participation in an accepted external quality assurance (EQA) program for bacteriology including culture, identification, and antimicrobial susceptibility testing (AST), Agreement to participate in NEQAS and Standardized Lab SOPs for quality assurance. "
"root";"AMR";"PAN";"1759";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Peru1";"AMR";"PER";"1760";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI|EUCAST";"";"UNK";"";"";"";"";"UNK";"";"";"";"";"UNK";"";"1";"1";"";"0";"";"0";"";"";"";"";"";""
"Philippines2";"WPR";"PHL";"1761";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"0";"0";"26";"0";"";"0";"0";"26";"0";"";"26";"1";"1";"";"26";"";"26";"";"";"";"";"";"Antimicrobial Resistance Surveillance Program (ARSP) The Philippines Department of Health?s national AMR surveillance ? the Antimicrobial Resistance Surveillance Program (DOH-ARSP) ? is a sentinel laboratory based surveillance established in 1988. It has 24 sentinel sites and 2 gonorrhea surveillance sites.  The sentinel sites participate in an external quality assessment scheme (EQAS) to ensure quality of laboratory results. Periodic monitoring visits to sentinel sites are likewise done. All sentinel sites implement standard methods for culture and susceptibility testing based on the WHO Manual for the Laboratory Identification and Antimicrobial Susceptibility Testing of Bacterial Pathogens of Public Health Importance in the Developing World and updated Clinical Laboratory Standards Institute (CLSI) references for antibiotic susceptibility testing and quality control.   Using a standard format, routine culture and antimicrobial susceptibility test results are sent by the sentinel sites to the coordinating laboratory of the program? the Antimicrobial Resistance Surveillance Reference Laboratory (ARSRL) at the Research Institute for Tropical Medicine. Sentinel sites likewise send isolates with unusual antimicrobial susceptibility patterns to ARSRL for confirmatory testing.  The culture and antimicrobial susceptibility test results are encoded using WHONET. The ARSRL?s Data Management Unit manages the cleaning, analysis, storage and security of the program?s surveillance data.  TESTING METHODS. At the reference laboratory, all referred isolates with unusual susceptibility patterns are re-identified using both automated (Vitek) and convention methods.  Both minimum inhibitor concentration (MIC) via automated method (Vitek) and disk diffusion are employed in antimicrobial susceptibility testing.   Further confirmatory tests are done such as: serotyping for S. pneumoniae, H. influenzae, Salmonellae, and Vibrio cholerae; and identification of genes conferring antimicrobial resistance by multiplex PCR.   In the analysis of antimicrobial susceptibility testing, an isolate is considered resistant to an antimicrobial agent when tested and interpreted as resistant (R) in accordance with the clinical breakpoint criteria based on the most recent Clinical Laboratory Standards Institute (CLSI) references for antibiotic susceptibility testing. DATA ANALYSIS. Analysis is restricted to the first isolate received (per genus under surveillance) per patient in the calendar year. Data are expressed as a cumulative resistance percentage, i.e. the percentage of resistant isolates out of all isolates with antimicrobial susceptibility testing (AST) information on that specific organism?antimicrobial agent combination. Only species with testing data for 30 or more isolates are included in the analysis. An annual report with a summary of the surveillance data focusing on aerobic bacterial pathogens of public health importance causing common infectious diseases with significant morbidity and mortality locally are disseminated to the program?s stakeholders. "
"root";"WPR";"PLW";"1762";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"WPR";"PNG";"1763";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Poland2";"EUR";"POL";"1764";"2020";"1";"";"";"";"";"";"0";"";"1";"";"";"1";"EUCAST";"";"";"61";"0";"0";"56";"";"61";"0";"0";"56";"";"56";"0";"";"";"56";"";"56";"";"";"";"";"";"Data reported to the AMR surveillance are obtained from laboratories participating in EARS-Net. The national EARS-Net coordination centre is located in the  National Reference Centre for Susceptibility Testing (NRCST). All EARS-Net laboratories participate in the National External Quality Programme POLMICRO. The POLMICRO provides the laboratories with a sets of strains with different AMR resistance mechanism for identification and antimicrobial susceptibility testing. Clinical laboratories providing microbiological diagnostics for hospitals and outpatient facilities may send to NRCST the strains with important AMR mechanism for reference diagnostics. NRCST perform the reference diagnostics mostly for carbapenem resistant Enterobacterales, Pseudomonas spp. or Acinetobacter spp. and vancomycin-resistant enterococci.  Data of the number of the strains with confirmed resistance mechanisms are published on the NRCST website. Once a year each hospital obligatory make the analysis of the AMR alert pathogens such as ESBL-producers, carbapenem resistant strains, MRSA, VRE, penicillin non-susceptible pneumococci and send the report the District Sanitary Inspectorate. Aggregated data are collected by the Voivodeship and Chef Sanitary Inspectorate, but those data are not publicly available. Hospitals are also obliged to report the AMR outbreaks to sanitary inspection.  Aggregated data on the number of the AMR outbreaks are published in the Chief Sanitary Inspectorate annual report. Structure surveys focused on specific AMR problems (MRSA, ESBL producers, carbapenemase producers) are organized from time to time by different research institutions. The results of such surveys are publish in the scientific journals"
"root";"SEA";"PRK";"1765";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"PRT";"1766";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"PRY";"1767";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"subissi.l";"EMR";"PSE";"1768";"2020";"0";"";"";"";"";"";"1";"";"1";"";"";"0";"CLSI";"";"";"13";"0";"0";"0";"";"13";"0";"0";"0";"UNK";"";"0";"";"";"13";"";"";"";"UNK";"";"";"";"Palestine is approved to be one member of GLASS , We are in the way to have national AMR lab who will receive bacterial isolates from different sentinel labs for final confirmation , AST and identify MDRO . We are in the way to establish WGS for the bacterial isolates to work in the genetic level of the resistance bacteria according WHO criteria but this needs lab materials and training.  According COVID 19 some, activities are stopped. We prepare national action plan for AMR but it needs approval and implementation and as you know there are some obstacles as COVID-19 and funding .  AMR Surveillance is limited now for 13 MoH  lab Hospitals and not  included other lab or vet labs yet .  "
"";"EMR";"QAT";"1769";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"15";"28";"15";"4";"";"4";"28";"15";"4";"";"4";"1";"1";"";"4";"";"4";"";"";"";"";"";""
"root";"EUR";"ROU";"1770";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"svetlana.ratchina";"EUR";"RUS";"1771";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"";"55";"0";"10";"46";"";"14";"0";"0";"13";"";"46";"0";"";"";"13";"";"13";"";"";"";"";"";"National AMR Surveillance network comprises about 50 laboratories that provide microbiological service for more than 55 medical facilities. The central laboratory of Institute of Antimicrobial Chemotherapy annually collects from each participating medical centre (hospital) up to 150 consecutive non-duplicate (one of each species per patient/case of infection) clinical isolates together with accompanying case report forms (CRFs) containing anonymous patient clinical data and epidemiological data, including: source of infection (community- or hospital-acquired, as defined according to standard WHO and CDC criteria), geographical origin, ward type, site of infection, specimen type, date of collection, and patient age. In the central laboratory of IAC, the data recorded in CRFs are checked for consistency, the isolates are submitted to mandatory species re-identification, AST and long-term storage. The AST of isolates to extended panel of antimicrobial agents is performed by reference dilution methods according to ISO 20776 and EUCAST methodology. Based on resistance phenotypes, selected isolates are subjected to molecular detection of important genetic resistance determinants (e.g. Enterobacterales, Pseudomonas and Acinetobacter isolates with reduced susceptibility to carbapenems are tested by real-time PCR or sequencing for acquired carbapenemase genes according to EUCAST recommendations). Subsets of AST results for the isolates from blood and CSF cultures yielding organisms specified by CAESAR from the AMR surveillance study have been submitted for CAESAR since 2015 annually.  CAESAR data in 2019 comprise of the site local data collected according to CAESAR protocol. "
"root";"AFR";"RWA";"1772";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Saudi2";"EMR";"SAU";"1773";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"2";"CLSI";"";"";"31";"0";"0";"31";"";"31";"0";"0";"31";"";"31";"1";"1";"";"31";"";"31";"";"";"";"";"";""
"root";"EMR";"SDN";"1774";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"SEN";"1775";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Singapore2";"WPR";"SGP";"1776";"2020";"1";"Antimicrobial Resistance Coordination Office (AMRCO), National Centre for Infectious Diseases";"16 Jalan Tan Tock Seng, Singapore 308442";"1";"Tau Hong";"Lee";"1";"https://www.ncid.sg/About-NCID/OurDepartments/Antimicrobial-Resistance-Coordinating-Office/Documents/National%20Strategic%20Action%20Plan%20on%20Antimicrobial%20Resistance.pdf";"1";"National Public Health Laboratory (NPHL)";"National Centre for Infectious Diseases, 16 Jalan Tan Tock Seng, Singapore 308442";"1";"CLSI|EUCAST|O";"AGSP (for N. gonorrhoea)";"";"17";"1";"0";"14";"";"2";"1";"0";"2";"";"14";"1";"1";"";"2";"";"2";"2";"";"";"";"";"Singapore has been conducting surveillance of AMR since 2011. AMR surveillance in human health is overseen by the National Antimicrobial Resistance Control Committee (NARCC), which is appointed by the Ministry of Health. NARCC collects, integrates and analyses data on AMR, antimicrobial utilisation and stewardship from all acute care hospitals twice yearly and provides the information annually to the hospitals and the Ministry of Health.  Hospital laboratories provide the AMR surveillance data, while the National Public Health Laboratory serves as the National Reference Laboratory for examining new and emerging resistance. NARCC is supported by two expert panels: the National Antimicrobial Resistance Expert Panel (NAREP), and the National Antimicrobial Stewardship Expert Panel (NASEP), which advise NARCC on issues related to surveillance of antimicrobial-resistant organisms, monitoring of antimicrobial use and antimicrobial stewardship. NARCC is further supported by the Antimicrobial Resistance Coordinating Office (AMRCO) which serves as Secretariat and national coordinating centre.  Gonococcal surveillance data is compiled by the Department of STI Control (DSC), which runs the National STI Control Programme for the Ministry of Health, and has been reported to GASP yearly. Singapore?s National Strategic Action Plan was launched in 2017 and has been enrolled in GLASS since September 2019. "
"root";"WPR";"SLB";"1777";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"SLE";"1778";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"SLV";"1779";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"SMR";"1780";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EMR";"SOM";"1781";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"SRB";"1782";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"SSD";"1783";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"STP";"1784";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AMR";"SUR";"1785";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"SVK";"1786";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"SVN";"1787";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Sweden1";"EUR";"SWE";"1788";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"";"84";"1147";"0";"26";"";"0";"0";"0";"20";"";"26";"0";"";"";"20";"";"20";"";"";"";"";"";"Sweden has been conducting surveillance of AMR since mid-1990s. The Public Health Agency of Sweden is coordinating the national surveillance of notifiable resistance as well as data from voluntary participation of the laboratories. Sweden participates in EARSnet since 1998. The Public Health Agency of Sweden and the National Veterinary Institute analyse and compile national data on antibiotic sales and resistance in an annual report, SWEDRES/SVARM (published in English). National strategies on antimicrobial resistance were released in 2000, 2006 and 2016. In 2017 a new revised AMR national action plan was developed. Sweden has been enrolled in GLASS since 2016. "
"root";"AFR";"SWZ";"1789";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Syria1";"EMR";"SYR";"1790";"2020";"1";"";"";"";"";"";"1";"";"1";"";"";"0";"CLSI|EUCAST";"";"";"4";"4";"0";"4";"";"4";"4";"4";"4";"";"4";"0";"";"";"4";"";"0";"";"";"";"";"";"we because of covid-19 epidemic delayed the activities of AMR by minister order so we still in the same step of last year so we :  - defined 4  laboratories  to begin sharing data in GLASS program as a starter - begin training on protocol of manual  AST (zone diameter) -primer assessment of these labs -Work to provide these laboratories with data entry requirements. -training on WHONET  but unfortunately  some of them are left  employment -and supply the NRL with aoutomated Phoenex system."
"root";"AFR";"TCD";"1791";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"AFR";"TGO";"1792";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Thailand1";"SEA";"THA";"1793";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"CLSI";"";"";"91";"1";"92";"0";"";"9";"1";"9";"0";"";"88";"1";"1";"";"10";"";"9";"";"";"";"";"";"At present, the National AMR surveillance system (NARST) consists of 102 sites ( 90 MoPH hospitals, 7 university hospitals, 1 military hospital, 1 metropolitan hospital and 3 private hospitals). Data are collected quarterly and are analysed at national and regional level. This information (e.g., antibiogram and resistance trend) is available on http://narst.dmsc.moph.go.th. To ensure quality of data, all sites receive National EQAs twice a year. This year 5 site visits are scheduled to surveillance sites where EQA results are unacceptable or no data submission. All sites are required to submit unusual or suspected emerging AMR organisms to the NRL (NIH, MoPH), and confirmation results are further sent to the Bureau of Epidemiology for investigation."
"root";"EUR";"TJK";"1794";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"root";"EUR";"TKM";"1795";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Timor_Leste1";"SEA";"TLS";"1796";"2020";"2";"";"";"";"";"";"1";"";"1";"";"";"1";"EUCAST";"";"";"0";"0";"0";"1";"";"0";"0";"0";"0";"";"0";"0";"2";"";"1";"";"1";"";"";"";"";"";"Establish a national coordination structure for surveillance of AMR in the MoH and the MoAF : The technical working group will identify a National Coordination Centre (NCC), define its mandates and terms of reference and designate a National Focal Point followed by notification by ministerial dispatch. The NCC will be located in the MoH/ National Health Laboratory (NHL) and Veterinary Diagnostic Laboratory (VDL) in the MoAF. Establish National AMR Surveillance Unit, within the NHL in the MoH, and National VDL in the MoAF. Under the technical guidance of NCC and technical support from WHO, OIE and FAO, The MoH (National Laboratory and Hospital Laboratory) and MoAF (Veterinary Diagnostic Laboratory) will develop guidelines for AMR Surveillance including guidelines for data sharing (indicators, triggers, analysis plan, response plan), incorporating the critical components as outlined in guidance documents (WHO sample templates, GLASS implementation guide, AGISAR technical recommendations, OIE, Codex, etc). The NCC will identify priority pathogens, sample sites and pathogen-antimicrobials combinations in humans and animals, based on the country?s AMR situation. NCC will develop a One Health AMR surveillance plan in humans, animal and food (sample selection, number of samples, sample processing, logistics). NCC will assess and inventory resources for monitoring, surveillance and testing sentinel environmental sites for antimicrobial resistant organisms and antimicrobial agents. NCC will train surveillance staff and clinical staff in AMR surveillance and lab techniques according to GLASS standards. NCC will develop an integrated human and animal IT platform for AMR surveillance reporting. WHONET platform will be implemented for AMR surveillance data entry, storage and transmission. NCC will implement a national AMR surveillance program that is representative of the country situation but with limited number of operational sites. Maliana and Baucau Municipality will be targeted in the pilot phase. Regular data of AMR along with resistance profiles of priority pathogens for human, animal and food will be made available to NCC from limited number of sites in the two target municipalities. The NCC will establish formal linkages between national AMR surveillance programme and WHO GLASS. Reporting to GLASS will commence after formal assessment of national AMR surveillance program pilots. TWG (Surveillance) will conduct a formal assessment of National AMR surveillance followed by recommendations of nationwide scale up."
"root";"WPR";"TON";"1797";"2020";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
