"COUNTRY";"YEAR";"SPECIMEN";"GENDER";"ORIGIN";"AGEGROUP";"NUMSAMPLEDPATIENTS";"BATCHID"
"CHE";"2018";"STOOL";"F";"CO";"65<74";"";"DS1"
"CHE";"2018";"STOOL";"F";"UNK";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"F";"HO";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"F";"CO";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"F";"UNK";"85<";"";"DS1"
"CHE";"2018";"STOOL";"F";"HO";"85<";"";"DS1"
"CHE";"2018";"STOOL";"F";"CO";"85<";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"UNK";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"UNK";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"UNK";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"01<04";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"01<04";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"01<04";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"05<14";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"05<14";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"05<14";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"15<24";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"15<24";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"15<24";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"25<34";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"25<34";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"25<34";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"35<44";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"35<44";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"35<44";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"45<54";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"45<54";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"45<54";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"55<64";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"55<64";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"55<64";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"65<74";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"65<74";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"65<74";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"75<84";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"UNK";"85<";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"HO";"85<";"";"DS1"
"CHE";"2018";"STOOL";"UNK";"CO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"M";"UNK";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"M";"HO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"M";"CO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"F";"UNK";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"F";"HO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"F";"CO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"UNK";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"01<04";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"05<14";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"15<24";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"25<34";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"35<44";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"45<54";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"55<64";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"65<74";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"75<84";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"UNK";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"HO";"85<";"";"DS1"
"CHE";"2018";"GENITAL";"UNK";"CO";"85<";"";"DS1"
"BIH";"2018";"BLOOD";"M";"UNK";"UNK";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"<1";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"05<14";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"25<34";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"BIH";"2018";"BLOOD";"M";"UNK";"85<";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"<1";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"05<14";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"25<34";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"75<84";"";"CAESAR"
"BIH";"2018";"BLOOD";"F";"UNK";"85<";"";"CAESAR"
"BIH";"2018";"BLOOD";"UNK";"UNK";"01<04";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"05<14";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"25<34";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"CHE";"2018";"BLOOD";"M";"UNK";"85<";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"05<14";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"25<34";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"75<84";"";"CAESAR"
"CHE";"2018";"BLOOD";"F";"UNK";"85<";"";"CAESAR"
"CHE";"2018";"BLOOD";"UNK";"UNK";"01<04";"";"CAESAR"
"CHE";"2018";"BLOOD";"UNK";"UNK";"25<34";"";"CAESAR"
"CHE";"2018";"BLOOD";"UNK";"UNK";"55<64";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"<1";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"05<14";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"25<34";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"GEO";"2018";"BLOOD";"M";"UNK";"85<";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"<1";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"05<14";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"25<34";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"75<84";"";"CAESAR"
"GEO";"2018";"BLOOD";"F";"UNK";"85<";"";"CAESAR"
"GEO";"2018";"BLOOD";"UNK";"UNK";"UNK";"";"CAESAR"
"GEO";"2018";"BLOOD";"UNK";"UNK";"<1";"";"CAESAR"
"GEO";"2018";"BLOOD";"UNK";"UNK";"05<14";"";"CAESAR"
"GEO";"2018";"BLOOD";"UNK";"UNK";"65<74";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"<1";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"05<14";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"KOS";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"<1";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"KOS";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"KOS";"2018";"BLOOD";"UNK";"UNK";"15<24";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"UNK";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"<1";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"25<34";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"MKD";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"<1";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"25<34";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"75<84";"";"CAESAR"
"MKD";"2018";"BLOOD";"F";"UNK";"85<";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"UNK";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"01<04";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"<1";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"05<14";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"15<24";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"25<34";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"35<44";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"45<54";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"55<64";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"65<74";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"75<84";"";"CAESAR"
"RUS";"2018";"BLOOD";"M";"UNK";"85<";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"UNK";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"01<04";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"<1";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"05<14";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"15<24";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"25<34";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"35<44";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"45<54";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"55<64";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"65<74";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"75<84";"";"CAESAR"
"RUS";"2018";"BLOOD";"F";"UNK";"85<";"";"CAESAR"
"RUS";"2018";"BLOOD";"UNK";"UNK";"45<54";"";"CAESAR"
"RUS";"2018";"BLOOD";"UNK";"UNK";"55<64";"";"CAESAR"
"AUT";"2018";"BLOOD";"M";"UNK";"01<04";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"<1";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"05<14";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"15<24";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"25<34";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"35<44";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"45<54";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"55<64";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"65<74";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"75<84";"";"EARS"
"AUT";"2018";"BLOOD";"M";"UNK";"85<";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"01<04";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"<1";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"05<14";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"15<24";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"25<34";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"35<44";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"45<54";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"55<64";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"65<74";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"75<84";"";"EARS"
"AUT";"2018";"BLOOD";"F";"UNK";"85<";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"25<34";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"35<44";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"45<54";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"55<64";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"65<74";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"75<84";"";"EARS"
"AUT";"2018";"BLOOD";"UNK";"UNK";"85<";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"UNK";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"01<04";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"<1";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"05<14";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"15<24";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"25<34";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"35<44";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"45<54";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"55<64";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"65<74";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"75<84";"";"EARS"
"CYP";"2018";"BLOOD";"M";"UNK";"85<";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"UNK";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"01<04";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"<1";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"05<14";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"15<24";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"25<34";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"35<44";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"45<54";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"55<64";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"65<74";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"75<84";"";"EARS"
"CYP";"2018";"BLOOD";"F";"UNK";"85<";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"01<04";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"<1";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"05<14";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"15<24";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"25<34";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"35<44";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"45<54";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"55<64";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"65<74";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"75<84";"";"EARS"
"CZE";"2018";"BLOOD";"M";"UNK";"85<";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"01<04";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"<1";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"05<14";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"15<24";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"25<34";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"35<44";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"45<54";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"55<64";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"65<74";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"75<84";"";"EARS"
"CZE";"2018";"BLOOD";"F";"UNK";"85<";"";"EARS"
"CZE";"2018";"BLOOD";"UNK";"UNK";"65<74";"";"EARS"
"CZE";"2018";"BLOOD";"UNK";"UNK";"75<84";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"01<04";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"<1";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"05<14";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"15<24";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"25<34";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"35<44";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"45<54";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"55<64";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"65<74";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"75<84";"";"EARS"
"DEU";"2018";"BLOOD";"M";"UNK";"85<";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"01<04";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"<1";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"05<14";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"15<24";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"25<34";"";"EARS"
"DEU";"2018";"BLOOD";"F";"UNK";"35<44";"";"EARS"
